Code,Name,Volatility,TotalReturn,Sector,Volume,Amount,Marcap,Risk
451540,TIGER 종합채권(AA-이상)액티브,0.26,-0.46,채권,1198,67,6847,1
411060,ACE KRX금현물,0.85,3.47,원자재,608872,11161,6516,2
329750,TIGER 미국달러단기채권액티브,0.45,2.38,채권,198223,2597,6412,1
458250,TIGER 미국30년국채스트립액티브(합성 H),1.14,-13.18,채권,129407,4942,6364,2
314250,KODEX 미국빅테크10(H),1.66,1.47,해외주식,63209,2956,6116,3
465580,ACE 미국빅테크TOP7 Plus,1.56,4.26,해외주식,386472,7200,6109,3
402970,ACE 미국배당다우존스,0.78,-2.0,해외주식,382692,4940,5998,1
396500,TIGER Fn반도체TOP10,2.33,16.17,국내 업종/테마,801588,8456,5999,3
152100,PLUS 200,1.22,3.76,국내 시장지수,254327,8702,5876,2
329200,TIGER 리츠부동산인프라,1.03,-0.1,국내 업종/테마,425598,1736,5856,2
486290,TIGER 미국나스닥100타겟데일리커버드콜,1.26,0.58,해외주식,723349,7464,5784,2
292150,TIGER TOP10,1.38,6.08,국내 업종/테마,98137,1106,5574,2
456610,TIGER 미국달러SOFR금리액티브(합성),0.45,2.37,채권,9870,585,5529,1
139260,TIGER 200 IT,1.88,6.65,국내 업종/테마,17583,498,5466,3
371160,TIGER 차이나항셍테크,1.46,-3.85,해외주식,350050,2455,5400,2
466920,SOL 조선TOP3플러스,2.37,20.44,국내 업종/테마,1883735,31523,5357,3
091160,KODEX 반도체,2.23,18.07,국내 업종/테마,635272,21032,5343,3
469830,SOL 초단기채권액티브,0.01,0.32,채권,80862,4245,5213,1
272580,TIGER 단기채권액티브,0.01,0.33,채권,334665,18444,5181,1
390390,KODEX 미국반도체MV,1.77,7.61,해외주식,177084,4450,5163,3
114800,KODEX 인버스,1.2,-3.28,국내파생,17407834,79600,5073,2
091180,KODEX 자동차,1.39,5.08,국내 업종/테마,328530,6185,5007,2
481060,KODEX 미국30년국채타겟커버드콜(합성 H),0.62,-7.15,채권,520446,4700,4967,1
439870,KODEX 국고채30년액티브,0.79,-2.43,채권,3988,482,4939,1
114260,KODEX 국고채3년,0.14,0.11,채권,16547,1024,4642,1
453810,KODEX 인도Nifty50,0.65,-3.97,해외주식,276521,3802,4632,1
474220,TIGER 미국테크TOP10타겟커버드콜,1.02,3.4,해외주식,288789,4238,4615,2
455030,KODEX 미국달러SOFR금리액티브(합성),0.42,2.45,채권,84180,1035,4570,1
161510,PLUS 고배당주,0.91,-2.6,국내 업종/테마,213884,3110,4541,2
462010,TIGER 2차전지소재Fn,2.88,-6.51,국내 업종/테마,3026621,12820,4502,3
479080,1Q 머니마켓액티브,0.01,0.34,채권,14972,772,4460,1
196230,RISE 단기통안채,0.01,0.26,채권,5499,626,4252,1
226490,KODEX 코스피,1.07,3.64,국내 시장지수,121513,3143,4172,2
293180,HANARO 200,1.18,3.68,국내 시장지수,72771,2459,4109,2
251350,KODEX 선진국MSCI World,0.9,-0.05,해외주식,55956,1754,3913,2
446770,ACE 글로벌반도체TOP4 Plus SOLACTIVE,1.61,9.51,해외주식,145960,3977,3854,3
148070,KOSEF 국고채10년,0.39,-0.9,채권,27756,3175,3804,1
105190,ACE 200,1.21,3.69,국내 시장지수,42920,1464,3777,2
441680,TIGER 미국나스닥100커버드콜(합성),0.78,4.1,기타,206503,2374,3772,1
472870,RISE 미국30년국채엔화노출(합성 H),0.89,-10.04,채권,522127,4273,3756,2
449180,KODEX 미국S&P500(H),1.0,-2.35,해외주식,240945,3302,3702,2
454780,히어로즈 종합채권(AA-이상)액티브,0.28,-0.35,채권,1,0,3650,1
385560,RISE KIS국고채30년Enhanced,1.07,-4.13,채권,20758,1711,3649,2
473290,KODEX 26-12 회사채(AA-이상)액티브,0.06,0.38,채권,22892,243,3608,1
483280,KODEX 미국AI테크TOP10타겟커버드콜,1.41,4.29,해외주식,275489,3224,3597,2
447770,TIGER 테슬라채권혼합Fn,1.89,-0.16,기타,526269,7513,3596,3
477050,PLUS 머니마켓액티브,0.01,0.31,채권,6720,346,3581,1
491610,1Q CD금리액티브(합성),0.01,0.28,채권,436,44,3543,1
451000,PLUS 종합채권(AA-이상)액티브,0.31,-0.41,채권,9,1,3523,1
448290,TIGER 미국S&P500TR(H),1.0,-2.4,해외주식,121397,1722,3504,2
302190,TIGER 중장기국채,0.26,-0.46,채권,6722,348,3389,1
456600,TIMEFOLIO 글로벌AI인공지능액티브,2.77,2.26,해외주식,117861,3034,3253,3
091170,KODEX 은행,1.29,-1.57,국내 업종/테마,255215,2131,3240,2
476450,히어로즈 머니마켓액티브,0.01,0.33,채권,175,9,3230,1
069660,KOSEF 200,1.2,3.57,국내 시장지수,71978,2422,3213,2
484790,KODEX 미국30년국채액티브(H),0.68,-7.58,채권,814191,7278,3170,1
364980,TIGER 2차전지TOP10,2.02,-4.79,국내 업종/테마,1594820,13618,3157,3
449190,KODEX 미국나스닥100(H),1.37,-1.37,해외주식,180268,2984,3154,2
471230,KODEX 국고채10년액티브,0.4,-1.08,채권,31143,3504,3030,1
439860,KODEX ESG종합채권(A-이상)액티브,0.19,0.48,채권,180,20,3020,1
489250,KODEX 미국배당다우존스,0.79,-1.88,해외주식,559122,6121,2966,1
394660,TIGER 글로벌자율주행&전기차SOLACTIVE,1.38,-0.26,해외주식,17223,194,2879,2
304660,KODEX 미국30년국채울트라선물(H),0.63,-8.01,채권,113810,837,2865,1
438330,TIGER 투자등급회사채액티브,0.15,0.31,채권,7910,911,2767,1
143860,TIGER 헬스케어,1.47,7.27,국내 업종/테마,50960,1950,2762,2
467940,KODEX 25-11 회사채(A+이상)액티브,0.05,0.33,채권,8559,91,2740,1
475720,RISE 200위클리커버드콜,0.88,1.15,국내파생,245730,2076,2702,2
251340,KODEX 코스닥150선물인버스,1.51,-4.95,국내파생,22488539,88435,2675,2
455850,SOL AI반도체소부장,2.81,24.88,국내 업종/테마,227533,2664,2649,3
463290,1Q 단기금융채액티브,0.01,0.32,채권,6880,730,2591,1
480260,TIGER 27-04회사채(A+이상)액티브,0.09,0.36,채권,34240,1790,2550,1
479520,RISE KOFR금리액티브(합성),0.01,0.27,채권,900,92,2545,1
466940,TIGER 은행고배당플러스TOP10,1.21,-1.34,국내 업종/테마,695742,9597,2537,2
487230,KODEX 미국AI전력핵심인프라,1.82,6.67,해외주식,215399,2910,2533,3
449450,PLUS K방산,2.33,16.59,국내 업종/테마,265438,5407,2530,3
482730,TIGER 미국S&P500타겟데일리커버드콜,0.92,-0.37,해외주식,275016,3091,2497,2
487340,ACE CD금리&초단기채권액티브,0.01,0.31,채권,16487,1681,2497,1
241180,TIGER 일본니케이225,1.08,-2.2,해외주식,18531,402,2425,2
394670,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),1.24,-6.83,해외주식,44672,289,2411,2
365780,ACE 국고채10년,0.39,-0.98,채권,7724,694,2407,1
438080,ACE 미국S&P500채권혼합액티브,0.38,1.55,기타,201923,2642,2399,1
426030,TIMEFOLIO 미국나스닥100액티브,2.31,-0.5,해외주식,162943,4337,2392,3
452360,SOL 미국배당다우존스(H),0.78,-4.16,해외주식,110879,1234,2374,1
475080,KODEX 테슬라커버드콜채권혼합액티브,0.96,-0.73,기타,228437,2231,2326,2
388420,RISE 비메모리반도체액티브,2.11,18.78,국내 업종/테마,33321,349,2314,3
245710,ACE 베트남VN30(합성),0.72,0.07,해외주식,12603,270,2314,1
091230,TIGER 반도체,2.31,18.12,국내 업종/테마,91630,3133,2303,3
488980,SOL 26-12 회사채(AA-이상)액티브,0.06,0.48,채권,14073,716,2298,1
200250,KOSEF 인도Nifty50(합성),0.64,-3.85,해외주식,24558,618,2275,1
497570,TIGER 미국필라델피아AI반도체나스닥,1.98,11.15,해외주식,586842,6602,2256,3
423920,TIGER 미국필라델피아반도체레버리지(합성),3.74,14.86,해외주식,122500,3210,2247,3
448300,TIGER 미국나스닥100TR(H),1.37,-1.36,해외주식,93396,1591,2246,2
472160,TIGER 미국테크TOP10 INDXX(H),1.51,0.33,해외주식,181463,2743,2198,2
466950,TIGER 글로벌AI액티브,2.35,1.1,해외주식,92753,1694,2172,3
361580,RISE 200TR,1.15,3.65,국내 시장지수,25325,470,2147,2
290130,RISE ESG사회책임투자,1.21,4.1,국내 업종/테마,5288,67,2131,2
494890,KODEX 200액티브,1.2,4.08,국내 시장지수,13449,130,2111,2
367770,RISE 수소경제테마,1.32,8.08,국내 업종/테마,28180,250,2098,2
488500,TIGER 미국S&P500동일가중,0.89,-2.15,해외주식,62706,681,2076,2
395270,HANARO Fn K-반도체,2.01,14.44,국내 업종/테마,67275,682,1956,3
490490,SOL 미국배당미국채혼합50,0.48,-1.56,기타,302479,3151,1949,1
228790,TIGER 화장품,1.3,0.37,국내 업종/테마,3398427,9096,1944,2
473330,SOL 미국30년국채커버드콜(합성),0.56,-3.58,채권,208085,1999,1911,1
462330,KODEX 2차전지산업레버리지,4.41,-9.91,국내 업종/테마,9035510,12016,1892,3
329650,KODEX TRF3070,0.32,-0.22,기타,46966,635,1885,1
456880,ACE 미국달러SOFR금리(합성),0.42,2.46,기타,31955,384,1878,1
272560,RISE 단기국공채액티브,0.02,0.33,채권,354,39,1867,1
473460,KODEX 미국서학개미,2.78,1.06,해외주식,665986,12338,1864,3
132030,KODEX 골드선물(H),0.88,-1.03,원자재,56732,924,1845,2
499660,TIGER CD금리플러스액티브(합성),0.01,0.22,기타,96377,96536,1834,1
409820,KODEX 미국나스닥100레버리지(합성 H),2.69,-3.33,해외주식,71950,872,1811,3
480020,ACE 미국빅테크7+데일리타겟커버드콜(합성),1.42,2.09,해외주식,281587,3496,1786,2
273140,KODEX 단기변동금리부채권액티브,0.02,0.3,채권,83,9,1781,1
295040,SOL 200TR,1.24,3.58,국내 시장지수,4179,51,1768,2
472170,TIGER 미국테크TOP10채권혼합,0.74,0.81,기타,149524,1924,1765,1
261260,KODEX 미국달러선물인버스2X,0.86,-4.37,기타,1645100,8481,1758,2
277630,TIGER 코스피,1.05,3.68,국내 시장지수,14501,379,1715,2
282000,RISE 국고채3년선물인버스,0.13,0.45,국내파생,2,0,1711,1
476690,TIGER 글로벌비만치료제TOP2Plus,1.4,-2.93,해외주식,41585,410,1705,2
458210,히어로즈 CD금리액티브(합성),0.01,0.27,기타,119,12,1688,1
481180,SOL 미국AI소프트웨어,1.46,-4.52,해외주식,263290,3400,1688,2
483230,RISE 25-06 은행채(AA+이상)액티브,0.02,0.33,채권,120,6,1630,1
461490,RISE 글로벌자산배분액티브,0.42,0.54,기타,96105,1249,1608,1
192090,TIGER 차이나CSI300,1.33,-5.33,해외주식,58556,576,1593,2
143850,TIGER 미국S&P500선물(H),0.99,-2.82,해외주식,3210,204,1593,2
495850,KODEX 코리아밸류업,1.07,5.29,국내 시장지수,15421,152,1587,2
461270,ACE 26-06 회사채(AA-이상)액티브,0.06,0.32,채권,77802,849,1580,1
435420,TIGER 미국나스닥100TR채권혼합Fn,0.47,0.08,기타,195626,2529,1557,1
434060,KODEX TDF2050액티브,0.63,-0.76,기타,90116,1297,1557,1
363570,KODEX 장기종합채권(AA-이상)액티브,0.46,-1.07,채권,94,9,1545,1
464930,TIGER 글로벌혁신블루칩TOP10,1.08,-0.9,해외주식,13379,212,1540,2
190620,ACE 단기통안채,0.01,0.28,채권,8895,893,1536,1
458260,TIGER 미국투자등급회사채액티브(H),0.37,-3.7,채권,13212,633,1522,1
451530,TIGER 국고채30년스트립액티브,1.23,-4.95,채권,20066,1210,1516,2
448540,ACE 엔비디아채권혼합블룸버그,0.91,2.11,기타,43053,966,1504,2
448600,RISE 25-11 회사채(AA-이상)액티브,0.03,0.38,채권,2065,108,1495,1
305080,TIGER 미국채10년선물,0.34,-0.28,채권,72133,910,1478,1
479730,TIGER 인도빌리언컨슈머,0.86,-1.55,해외주식,17834,187,1476,2
244580,KODEX 바이오,1.7,7.68,국내 업종/테마,141510,1171,1467,3
414780,TIGER 차이나과창판STAR50(합성),2.29,-3.45,해외주식,64203,503,1465,3
422420,RISE 2차전지액티브,2.26,-2.44,국내 업종/테마,49026,334,1459,3
372330,KODEX 차이나항셍테크,1.37,-4.21,해외주식,176055,1225,1424,2
481190,SOL 미국테크TOP10,1.45,2.45,해외주식,63708,863,1416,2
364960,TIGER BBIG,1.44,-4.13,국내 업종/테마,18789,111,1390,2
219480,KODEX 미국S&P500선물(H),1.02,-2.73,해외주식,14515,385,1382,2
182480,TIGER 미국MSCI리츠(합성 H),1.3,-6.16,기타,38636,483,1377,2
476800,KODEX 한국부동산리츠인프라,0.76,0.0,기타,944430,4328,1365,1
480030,ACE 미국500데일리타겟커버드콜(합성),0.84,-1.16,해외주식,185627,2051,1362,2
441640,KODEX 미국배당커버드콜액티브,0.76,-1.31,해외주식,149605,1799,1356,1
483320,ACE 엔비디아밸류체인액티브,2.49,8.78,해외주식,875453,9017,1355,3
461500,HANARO 종합채권(AA-이상)액티브,0.33,-0.3,채권,1012,114,1353,1
364970,TIGER 바이오TOP10,1.72,5.92,국내 업종/테마,324110,2430,1344,3
494300,KODEX 미국나스닥100데일리커버드콜OTM,1.13,-0.66,해외주식,741947,7767,1336,2
462900,KoAct 바이오헬스케어액티브,1.98,6.29,국내 업종/테마,591810,8046,1326,3
309230,ACE 미국WideMoat동일가중,0.83,-2.86,해외주식,23958,660,1321,2
433330,SOL 미국S&P500,0.93,-0.17,해외주식,26151,467,1311,2
438100,ACE 미국나스닥100채권혼합액티브,0.47,1.9,기타,141458,1928,1298,1
491230,PLUS 국공채머니마켓액티브,0.01,0.38,채권,32,1,1272,1
462540,SOL 25-09 회사채(AA-이상)액티브,0.02,0.4,채권,1174,62,1262,1
498180,파워 종합채권(AA-이상)액티브,0.31,-0.16,채권,0,0,1256,1
492500,1Q 현대차그룹채권(A+이상)&국고통안,0.08,0.36,기타,289,14,1250,1
498270,KOSEF 미국양자컴퓨팅,3.87,-7.67,해외주식,1647096,15206,1228,3
490090,TIGER 미국AI빅테크10,1.34,3.59,해외주식,112348,1356,1225,2
485540,KODEX 미국AI테크TOP10,1.52,3.84,해외주식,98301,1151,1224,2
455860,SOL 2차전지소부장Fn,2.45,-6.6,국내 업종/테마,261516,1052,1219,3
326240,RISE IT플러스,1.73,1.9,국내 업종/테마,1368,20,1218,3
465350,RISE 2차전지TOP10인버스(합성),2.21,4.27,국내파생,604448,20808,1214,3
496080,TIGER 코리아밸류업,1.13,5.21,국내 시장지수,95537,945,1207,2
483290,KODEX 미국배당다우존스타겟커버드콜,0.72,-0.19,해외주식,206847,2201,1205,1
438570,SOL 국고채10년,0.38,-0.92,채권,2091,224,1182,1
493810,TIGER 미국AI빅테크10타겟데일리커버드콜,1.34,3.91,해외주식,309000,3507,1182,2
418660,TIGER 미국나스닥100레버리지(합성),2.61,1.2,해외주식,107922,2834,1157,3
445290,KODEX K-로봇액티브,2.76,12.77,국내 업종/테마,123936,1689,1153,3
232080,TIGER 코스닥150,1.46,4.99,국내 시장지수,105854,1293,1139,2
473440,ACE 11월만기자동연장회사채AA-이상액티브,0.04,0.33,채권,1357,14,1136,1
472920,HK 종합채권(AA-이상)액티브,0.24,-0.36,채권,0,0,1126,1
328370,PLUS 코스피TR,1.1,3.39,국내 시장지수,138077,1887,1120,2
463050,TIMEFOLIO K바이오액티브,1.98,6.52,국내 업종/테마,181433,2130,1105,3
168580,ACE 중국본토CSI300,1.23,-5.09,해외주식,719,19,1105,2
466400,1Q 25-08 회사채(A+이상)액티브,0.02,0.37,채권,55,5,1101,1
304940,KODEX 미국나스닥100선물(H),1.36,-1.72,해외주식,10831,265,1092,2
270810,RISE 코스닥150,1.47,4.97,국내 시장지수,25696,304,1086,2
412770,TIGER 글로벌메타버스액티브,1.13,-0.59,해외주식,5855,68,1082,2
437080,KODEX 미국종합채권ESG액티브(H),0.26,-2.36,채권,755,75,1082,1
385550,RISE 단기종합채권(AA-이상)액티브,0.02,0.35,채권,1224,135,1081,1
275980,TIGER 글로벌4차산업혁신기술(합성 H),1.34,-2.87,해외주식,3635,60,1074,2
471990,KODEX AI반도체핵심장비,2.84,23.07,국내 업종/테마,244624,2415,1072,3
245340,TIGER 미국다우존스30,0.8,-1.82,해외주식,9988,303,1068,2
495710,BNK 26-06 특수채(AAA이상)액티브,0.04,0.4,채권,0,0,1062,1
465780,마이티 26-09 특수채(AAA)액티브,0.06,0.5,채권,3,0,1058,1
489870,히어로즈 25-09 회사채(AA-이상)액티브,0.02,0.39,채권,0,0,1052,1
441800,TIMEFOLIO Korea플러스배당액티브,0.9,0.92,국내 시장지수,141223,1848,1049,2
476750,ACE 미국30년국채엔화노출액티브(H),0.81,-9.94,채권,126449,1109,1043,2
487240,KODEX AI전력핵심설비,1.99,10.93,국내 업종/테마,664992,6633,1039,3
157490,TIGER 소프트웨어,1.62,-7.75,국내 업종/테마,121068,943,1033,3
451060,1Q K200액티브,1.26,3.72,국내 시장지수,3460,37,1030,2
486450,SOL 미국AI전력인프라,2.33,6.48,해외주식,468431,6488,1027,3
130730,KOSEF 단기자금,0.01,0.34,채권,457,46,1022,1
401470,KODEX K-메타버스액티브,1.3,-2.26,국내 업종/테마,26450,171,1017,2
283580,KODEX 차이나CSI300,1.58,-5.09,해외주식,32025,394,1016,3
480310,TIGER 글로벌온디바이스AI,1.42,3.86,해외주식,33953,372,1003,2
401170,RISE 메타버스,1.54,-2.39,국내 업종/테마,21164,120,996,2
419890,히어로즈 단기채권ESG액티브,0.04,0.4,채권,395,42,992,1
465610,ACE 미국빅테크TOP7 Plus레버리지(합성),3.11,8.06,해외주식,36785,1123,987,3
429000,TIGER 미국S&P500배당귀족,0.8,-3.96,해외주식,24361,299,986,2
302450,RISE 코스피,1.17,3.75,국내 시장지수,716,18,981,2
228800,TIGER 여행레저,1.1,-1.32,국내 업종/테마,63376,189,971,2
475260,ACE 2월만기자동연장회사채AA-이상액티브,0.06,0.39,채권,1452,15,964,1
461260,ACE 25-06 회사채(AA-이상)액티브,0.05,0.28,채권,3091,33,956,1
481430,RISE 국고채10년액티브,0.43,-1.12,채권,18169,1931,950,1
464240,히어로즈 26-09 회사채(AA-이상)액티브,0.05,0.52,채권,45,2,938,1
292560,TIGER 일본엔선물,0.38,-2.07,기타,508395,4451,929,1
204480,TIGER 차이나CSI300레버리지(합성),2.67,-10.22,해외주식,5299,94,918,3
139230,TIGER 200 중공업,1.37,13.65,국내 업종/테마,664195,3960,920,2
480040,ACE 미국반도체데일리타겟커버드콜(합성),1.36,6.47,해외주식,54168,578,910,2
400970,TIGER Fn메타버스,1.49,-0.45,국내 업종/테마,51220,333,907,2
494670,TIGER 조선TOP10,2.44,21.78,국내 업종/테마,756042,10332,896,3
461950,KODEX 2차전지핵심소재10,2.74,-8.06,국내 업종/테마,734437,3149,890,3
491220,PLUS 200TR,1.16,3.67,국내 시장지수,28,1,876,2
284430,KODEX 200미국채혼합,0.5,1.52,채권,28191,366,873,1
136340,RISE 중기우량회사채,0.09,0.39,채권,3030,323,872,1
472150,TIGER 배당커버드콜액티브,1.07,4.87,국내 업종/테마,17303,173,867,2
144600,KODEX 은선물(H),1.68,-4.39,원자재,114507,633,866,3
114820,TIGER 국채3년,0.12,0.13,채권,926,99,855,1
449770,KOSEF 미국S&P500,0.92,-0.23,해외주식,1338,23,847,2
486830,HANARO 머니마켓액티브,0.01,0.32,채권,2288,116,846,1
325010,KODEX 성장주,1.46,5.62,국내 업종/테마,44,0,846,2
213610,KODEX 삼성그룹밸류,1.32,3.03,국내 업종/테마,6344,50,814,2
453010,PLUS KOFR금리,0.01,0.25,기타,4668,497,811,1
489030,PLUS 고배당주위클리커버드콜,1.09,-5.04,국내 업종/테마,101570,955,809,2
228810,TIGER 미디어컨텐츠,2.4,-4.29,국내 업종/테마,95675,472,807,3
476070,KODEX 글로벌비만치료제TOP2 Plus,1.24,-5.86,해외주식,21234,223,795,2
464540,RISE 25-03 회사채(AA-이상)액티브,0.02,0.3,채권,1889,95,795,1
267770,TIGER 200선물레버리지,2.35,6.52,국내파생,201791,2357,794,3
266420,KODEX 헬스케어,1.5,7.44,국내 업종/테마,22419,386,794,2
475280,ACE 8월만기자동연장회사채AA-이상액티브,0.05,0.29,채권,139,1,792,1
452250,ACE 미국30년국채선물레버리지(합성 H),1.31,-15.52,채권,160339,862,788,2
150460,TIGER 중국소비테마,1.0,3.61,국내 업종/테마,6870,40,779,2
478150,TIMEFOLIO 글로벌우주테크&방산액티브,1.59,3.46,해외주식,31620,433,777,3
325020,KODEX 배당가치,1.02,0.52,국내 업종/테마,3641,48,767,2
476760,ACE 미국30년국채액티브,0.66,-5.83,채권,102164,1012,763,1
494310,KODEX 반도체레버리지,4.45,37.58,국내 업종/테마,668682,6536,739,3
278240,RISE 코스닥150선물레버리지,3.01,9.91,국내파생,7211,60,737,3
468820,WON 25-09 회사채(AA-이상)액티브,0.02,0.36,채권,1204,65,730,1
295020,RISE 국채선물10년인버스,0.55,2.13,채권,5,0,729,1
448330,KODEX 삼성전자채권혼합,0.56,1.2,국내 시장지수,47850,505,729,1
458750,TIGER 미국배당다우존스타겟커버드콜1호,0.75,-1.61,해외주식,31929,378,726,1
497880,SOL CD금리&머니마켓액티브,0.01,0.3,채권,42264,2116,723,1
332930,HANARO 200TR,1.25,3.63,국내 시장지수,45,1,709,2
252710,TIGER 200선물인버스2X,2.3,-7.12,국내파생,1242216,3084,699,3
225040,TIGER 미국S&P500레버리지(합성 H),1.97,-5.06,해외주식,3802,173,697,3
310960,TIGER 200TR,1.15,3.7,국내 시장지수,8414,161,691,2
461460,PLUS 국고채10년액티브,0.42,-1.12,채권,210,11,690,1
174360,RISE 중국본토대형주CSI100,1.09,-4.13,해외주식,3677,66,691,2
412570,TIGER 2차전지TOP10레버리지,3.74,-10.74,국내 업종/테마,1150765,1615,681,3
471760,TIGER AI반도체핵심공정,2.97,24.54,국내 업종/테마,194076,1875,679,3
414270,ACE 글로벌자율주행액티브,2.16,0.13,해외주식,244919,2838,675,3
139280,TIGER 경기방어,1.31,1.98,국내 업종/테마,6104,61,673,2
464310,TIGER 글로벌AI&로보틱스 INDXX,1.36,-1.17,해외주식,38543,518,667,2
399110,SOL 미국S&P500ESG,0.93,-0.44,해외주식,20353,343,662,2
463300,RISE 중국본토CSI300,1.51,-4.16,해외주식,1240,12,660,2
138540,TIGER 현대차그룹+펀더멘털,1.36,6.99,국내 업종/테마,53859,1498,638,2
261240,KODEX 미국달러선물,0.48,2.39,기타,24781,355,638,1
236350,TIGER 인도니프티50레버리지(합성),1.22,-7.9,해외주식,2391,102,632,2
195980,PLUS 신흥국MSCI(합성 H),0.8,-4.25,해외주식,10432,100,633,2
437070,KODEX 아시아달러채권ESG플러스액티브,0.41,0.36,채권,30,1,628,1
269540,PLUS 미국S&P500(H),1.0,-2.22,해외주식,5039,120,623,2
308620,KODEX 미국10년국채선물,0.33,-0.42,채권,49968,593,618,1
319640,TIGER 골드선물(H),0.88,-1.02,해외주식,26822,465,617,2
395290,HANARO Fn K-POP&미디어,1.96,0.36,국내 업종/테마,109852,752,613,3
489570,HANARO 25-12 은행채(AA+이상)액티브,0.07,0.3,채권,28,0,611,1
411420,KODEX 미국메타버스나스닥액티브,1.84,1.98,해외주식,20149,309,609,3
